Site_id	Site_name	Dates	Times	An_agency	CL	Na	SO4	CR	NO3+NO2	O-PO4 as P	NH3	TOC	NI	MO	PB	CU	CO	CD	BE	AS	F	HG	AL	SB	AG	BA	MN	ZN	SE	U	Spec. Cond.	Temp	pH
433002113021701	RWMC PROD	6/15/1994	1045	80020																											374	13	7.62
433002113021701	RWMC PROD	7/14/1994	1105	80020	13																										369	13	8.11
433002113021701	RWMC PROD	8/16/1994	933	80020																											370	13.2	8.08
433002113021701	RWMC PROD	9/13/1994	1036	80020																											370	12.7	8.11
433002113021701	RWMC PROD	10/12/1994	1445	80020	14	8.1			0.84	<.01	<.01																				368	12.6	8.1
433002113021701	RWMC PROD	11/16/1994	1000	80020																											374	12.5	7.83
433002113021701	RWMC PROD	12/14/1994	1348	80020																											374	12.7	7.99
433002113021701	RWMC PROD	1/5/1995	1020	80020	15																										375	12.7	7.9
433002113021701	RWMC PROD	2/14/1995	1415	80020																											378	12.5	7.75
433002113021701	RWMC PROD	3/15/1995	1402	80020																											378	12.7	7.79
433002113021701	RWMC PROD	4/17/1995	1056	80020	16																										378	12.6	8.13
433002113021701	RWMC PROD	5/15/1995	1102	80020																											379	12.7	8.12
433002113021701	RWMC PROD	6/13/1995	1102	80020																											376	13	7.96
433002113021701	RWMC PROD	7/11/1995	950	80020	16																										373	14	8.1
433002113021701	RWMC PROD	8/15/1995	952	80020																											375	13	8.06
433002113021701	RWMC PROD	9/6/1995	925	80020																											376	12.6	7.8
433002113021701	RWMC PROD	10/12/1995	845	80020	15	8.7	25		0.74	0.01	<.015																				376	12.5	8.09
433002113021701	RWMC PROD	11/20/1995	940	80020																											375	13	8.1
433002113021701	RWMC PROD	1/16/1996	1400	80020	17																										385	12.5	8.08
433002113021701	RWMC PROD	2/13/1996	1040	80020																											385	12.6	7.91
433002113021701	RWMC PROD	3/14/1996	1028	80020																											367	12.7	7.76
433002113021701	RWMC PROD	4/10/1996	830	80020	18																										382	12.7	8.18
433002113021701	RWMC PROD	5/14/1996	938	80020																											382	12.8	8.13
433002113021701	RWMC PROD	6/13/1996	855	80020																											388	12.8	8.15
433002113021701	RWMC PROD	7/17/1996	940	80020	17																										386	13	7.94
433002113021701	RWMC PROD	8/14/1996	830	80020																											383	12.8	7.92
433002113021701	RWMC PROD	9/11/1996	825	80020																											385	12.8	8.14
433002113021701	RWMC PROD	10/15/1996	904	80020					0.8	0.02	<.015																				376	12.7	8.12
433002113021701	RWMC PROD	11/13/1996	825	80020																											382	12.5	7.8
433002113021701	RWMC PROD	12/16/1996	925	80020																											388	12.7	7.9
433002113021701	RWMC PROD	1/15/1997	955	80020	20																										388	12.6	7.83
433002113021701	RWMC PROD	2/18/1997	926	80020																											388	12.6	7.7
433002113021701	RWMC PROD	3/13/1997	918	80020																											387	12.6	7.65
433002113021701	RWMC PROD	4/15/1997	955	80020	18.399																										389	12.6	8.14
433002113021701	RWMC PROD	5/15/1997	905	80020																											365	12.8	8.12
433002113021701	RWMC PROD	6/16/1997	820	80020																											384	12.8	8.12
433002113021701	RWMC PROD	7/15/1997	940	80020	15.101																										381	13	8.13
433002113021701	RWMC PROD	8/14/1997	817	80020																											383	12.5	7.56
433002113021701	RWMC PROD	9/10/1997	1027	80020																											385	13.1	7.86
433002113021701	RWMC PROD	10/15/1997	940	80020	16.69	8.444	25.773		0.823	0.015	<.015																				387	12.7	7.9
433002113021701	RWMC PROD	11/13/1997	910	80020																											389	12.6	8.18
433002113021701	RWMC PROD	12/15/1997	945	80020																											383	12.6	7.91
433002113021701	RWMC PROD	1/14/1998	1010	80020	16.189																										388	12.6	8
433002113021701	RWMC PROD	2/17/1998	905	80020																											388	12.6	7.89
433002113021701	RWMC PROD	3/16/1998	920	80020																											390	12.6	8.23
433002113021701	RWMC PROD	4/22/1998	905	80020	16.785																										390	12.7	8.11
433002113021701	RWMC PROD	5/18/1998	835	80020																											387	12.6	8.06
433002113021701	RWMC PROD	6/16/1998	911	80020																											389	12.6	8.17
433002113021701	RWMC PROD	7/8/1998	1450	80020	15.885																										385	13.2	8.14
433002113021701	RWMC PROD	8/13/1998	946	80020																											384	13.1	7.84
433002113021701	RWMC PROD	9/10/1998	902	80020																											386	12.5	7.85
433002113021701	RWMC PROD	10/15/1998	935	80020	17.085	8.349	24.327		0.482	<.01	<.02																				373	12.6	8.15
433002113021701	RWMC PROD	11/16/1998	1045	80020																											383	12.6	7.56
433002113021701	RWMC PROD	12/15/1998	1015	80020																											385	12.8	7.98
433002113021701	RWMC PROD	1/14/1999	855	80020	16.889																										391	12.5	8.15
433002113021701	RWMC PROD	2/17/1999	850	80020																											390	12.3	8.22
433002113021701	RWMC PROD	3/15/1999	1004	80020																											386	12.7	8.13
433002113021701	RWMC PROD	4/15/1999	1005	80020	16.609																										389	12.7	8.08
433002113021701	RWMC PROD	5/13/1999	900	80020																											392	12.6	8.1
433002113021701	RWMC PROD	6/15/1999	932	80020																											389	12.8	7.91
433002113021701	RWMC PROD	7/14/1999	853	80020	17.786																										390	12.9	7.96
433002113021701	RWMC PROD	8/16/1999	1030	80020																											384	13.8	8.06
433002113021701	RWMC PROD	9/13/1999	1010	80020																											383	12.6	8.05
433002113021701	RWMC PROD	10/14/1999	920	80020	17.74	7.96	26.9		0.83	0.014	<.02																				386	12.5	8.18
433002113021701	RWMC PROD	11/15/1999	1005	80020																											384	13	8.18
433002113021701	RWMC PROD	12/20/1999	945	80020																											390	13.1	8.09
433002113021701	RWMC PROD	1/13/2000	1010	80020	17.7																										387	12.8	8.14
433002113021701	RWMC PROD	2/16/2000	1010	80020																											387	13	8.06
433002113021701	RWMC PROD	3/15/2000	930	80020																											392	13.1	8.06
433002113021701	RWMC PROD	4/17/2000	900	80020	18.04																										389	12.8	8.23
433002113021701	RWMC PROD	5/15/2000	1025	80020																											387	13	8
433002113021701	RWMC PROD	6/22/2000	1056	80020																											386	13.2	8.32
433002113021701	RWMC PROD	7/13/2000	1140	80020	17.15																										393	13.3	7.93
433002113021701	RWMC PROD	8/15/2000	945	80020																											378	13.2	7.97
433002113021701	RWMC PROD	9/13/2000	1100	80020																											381	13.2	8.23
433002113021701	RWMC PROD	10/18/2000	1002	80020	15.67	8.1896	26.11		0.795	E.014	<.041																				387	12.7	7.94
433002113021701	RWMC PROD	11/15/2000	924	80020																											387	12.9	8
433002113021701	RWMC PROD	12/14/2000	930	80020																											386	13.3	8.04
433002113021701	RWMC PROD	1/11/2001	925	80020	17.28																										385	12.8	8.06
433002113021701	RWMC PROD	2/8/2001	940	80020																											385	13.2	8.02
433002113021701	RWMC PROD	3/8/2001	955	80020																											391	12.7	8.01
433002113021701	RWMC PROD	4/12/2001	930	80020	17.89																										388	12.7	8.02
433002113021701	RWMC PROD	5/10/2001	1050	80020																											392	14.4	8.1
433002113021701	RWMC PROD	6/14/2001	915	80020																											389	13.9	8
433002113021701	RWMC PROD	7/12/2001	945	80020	16.41																										383	13.5	8.15
433002113021701	RWMC PROD	8/9/2001	940	80020																											383	13.1	8.06
433002113021701	RWMC PROD	10/11/2001	1010	80020	17.11	8.51621	25.77		0.794	E.013	<.04																				380	13	8.15
433002113021701	RWMC PROD	11/15/2001	945	80020																											384	13.2	8.09
433002113021701	RWMC PROD	12/20/2001	920	80020																											385	13	8.14
433002113021701	RWMC PROD	1/10/2002	930	80020																											389	13.4	8.14
433002113021701	RWMC PROD	2/14/2002	925	80020																											391	12.6	8.01
433002113021701	RWMC PROD	3/14/2002	945	80020																											387	13.4	8.27
433002113021701	RWMC PROD	4/11/2002	951	80020	18.6																										394	12.6	7.88
433002113021701	RWMC PROD	5/9/2002	915	80020																											390	12.7	8.13
433002113021701	RWMC PROD	6/13/2002	915	80020																											390	12.9	8
433002113021701	RWMC PROD	7/18/2002	930	80020																											391	13	7.96
433002113021701	RWMC PROD	8/8/2002	1420	80020																											391	13.1	8.1
433002113021701	RWMC PROD	9/12/2002	936	80020																											391	13.1	8.08
433002113021701	RWMC PROD	10/10/2002	1025	80020	15.7	8.68266	26.75		0.873	E.014	<.04																				386	12.9	8.11
433002113021701	RWMC PROD	11/14/2002	938	80020																											396	12.7	8.09
433002113021701	RWMC PROD	12/12/2002	1015	80020																											393	12.8	8.07
433002113021701	RWMC PROD	1/9/2003	926	80020																											394	12.7	7.94
433002113021701	RWMC PROD	2/13/2003	926	80020																											395	12.7	8
433002113021701	RWMC PROD	3/13/2003	922	80020																											394	12.8	7.98
433002113021701	RWMC PROD	4/10/2003	1109	80020	17.96																										390	13.1	8.03
433002113021701	RWMC PROD	5/15/2003	856	80020																											399	12.8	8.07
433002113021701	RWMC PROD	6/12/2003	912	80020																											395	12.8	7.85
433002113021701	RWMC PROD	7/10/2003	939	80020																											399	13	7.93
433002113021701	RWMC PROD	8/14/2003	940	80020																											397	13.1	7.6
433002113021701	RWMC PROD	9/10/2003	925	80020																											394	12.8	7.46
433002113021701	RWMC PROD	10/9/2003	958	80020	18.7	8.5596	27.05		0.894	E.012	<.04																				394	12.9	8.03
433002113021701	RWMC PROD	11/13/2003	907	80020																											394	12.8	7.57
433002113021701	RWMC PROD	12/18/2003	930	80020																											397	13.2	7.16
433002113021701	RWMC PROD	1/15/2004	1000	80020																											395	12.8	7.89
433002113021701	RWMC PROD	2/12/2004	925	80020																											399	12.9	7.35
433002113021701	RWMC PROD	3/11/2004	918	80020																											397	13.3	8.11
433002113021701	RWMC PROD	4/8/2004	951	80020																											401	13.1	7.55
433002113021701	RWMC PROD	5/12/2004	1003	80020																											400	13.8	8.02
433002113021701	RWMC PROD	6/10/2004	936	80020																											402	13	8.01
433002113021701	RWMC PROD	7/8/2004	1037	80020																											401	13.7	7.68
433002113021701	RWMC PROD	8/12/2004	911	80020																											399	13	7.93
433002113021701	RWMC PROD	9/9/2004	955	80020																											392	12.9	7.75
433002113021701	RWMC PROD	10/14/2004	1020	80020	19.437	8.488	25.445		0.891	<.018	<.04																				384	13.2	7.98
433002113021701	RWMC PROD	11/18/2004	855	80020																											397	12.8	7.94
433002113021701	RWMC PROD	12/9/2004	918	80020																											396	12.7	7.56
433002113021701	RWMC PROD	1/13/2005	955	80020																											397	12.5	7.57
433002113021701	RWMC PROD	2/10/2005	925	80020																											390	12.5	7.64
433002113021701	RWMC PROD	3/10/2005	946	80020																											394	13.1	7.83
433002113021701	RWMC PROD	4/14/2005	926	80020																											397	13	7.93
433002113021701	RWMC PROD	5/12/2005	832	80020																											396	13	7.74
433002113021701	RWMC PROD	6/9/2005	917	80020																											394	13	7.6
433002113021701	RWMC PROD	7/14/2005	1004	80020																											395	13	7.68
433002113021701	RWMC PROD	8/11/2005	930	80020																											397	13.1	7.76
433002113021701	RWMC PROD	9/15/2005	1030	80020																											399	13.3	7.77
433002113021701	RWMC PROD	10/13/2005	1045	80020	22.536	8.592	28.872		0.914	E.009	<.04																				397	13.4	7.81
433002113021701	RWMC PROD	11/9/2005	930	80020																											399	13	7.63
433002113021701	RWMC PROD	12/8/2005	935	80020																											398	13.2	7.54
433002113021701	RWMC PROD	1/12/2006	940	80020																											404	13	7.51
433002113021701	RWMC PROD	2/9/2006	938	80020																											397	13.4	8.01
433002113021701	RWMC PROD	3/9/2006	925	80020																											396	12.9	7.44
433002113021701	RWMC PROD	4/13/2006	954	80020																											392	13.2	7.64
433002113021701	RWMC PROD	5/11/2006	935	80020																											393	12.9	8.09
433002113021701	RWMC PROD	7/13/2006	930	80020																											390	13	8.04
433002113021701	RWMC PROD	8/15/2006	932	80020																											394	13.2	8.02
433002113021701	RWMC PROD	9/14/2006	933	80020																											396	13.2	7.97
433002113021701	RWMC PROD	10/12/2006	931	80020	20.989	8.413	27.486		0.902	0.01827	<.02																				391	13.9	8
433002113021701	RWMC PROD	11/9/2006	906	80020																											399	15.1	7.92
433002113021701	RWMC PROD	12/14/2006	950	80020																											399	13.8	8.15
433002113021701	RWMC PROD	1/11/2007	944	80020																											400	13	7.98
433002113021701	RWMC PROD	2/8/2007	900	80020																											395	12.9	7.98
433002113021701	RWMC PROD	3/8/2007	958	80020																											395	13.1	8
433002113021701	RWMC PROD	4/23/2007	908	80020																											405	13.2	7.99
433002113021701	RWMC PROD	5/10/2007	934	80020																											404	13.5	7.92
433002113021701	RWMC PROD	6/18/2007	950	80020																											398	12.9	7.85
433002113021701	RWMC PROD	7/12/2007	950	80020																											396	12.8	7.95
433002113021701	RWMC PROD	8/14/2007	925	80020																											394	13.2	7.76
433002113021701	RWMC PROD	9/13/2007	1030	80020																											392	13.1	7.77
433002113021701	RWMC PROD	10/11/2007	1005	80020	19.799	9.046	27.614		0.894	0.02083	<.02																				393	13.2	7.6
433002113021701	RWMC PROD	11/8/2007	945	80020																											394	13.1	7.83
433002113021701	RWMC PROD	12/13/2007	955	80020																											394	12.6	7.89
433002113021701	RWMC PROD	1/10/2008	1015	80020																											390	12.7	8.05
433002113021701	RWMC PROD	2/14/2008	1026	80020																											393	12.6	7.13
433002113021701	RWMC PROD	3/13/2008	1018	80020																											398	13	8.03
433002113021701	RWMC PROD	4/10/2008	940	80020																											395	12.9	7.98
433002113021701	RWMC PROD	5/8/2008	925	80020																											402	13	7.99
433002113021701	RWMC PROD	6/12/2008	1000	80020																											399	13	7.81
433002113021701	RWMC PROD	7/10/2008	951	80020																											398	13.2	7.9
433002113021701	RWMC PROD	8/14/2008	1048	80020																											401	13.1	7.69
433002113021701	RWMC PROD	9/11/2008	1000	80020																											401	12.8	7.91
433002113021701	RWMC PROD	10/9/2008	1035	80020	21.204	9.16	28.515		0.9386	0.05228	<.02																				402	12.9	7.87
433002113021701	RWMC PROD	11/17/2008	1024	80020																											402	12.7	7.79
433002113021701	RWMC PROD	12/11/2008	945	80020																											387	12.7	7.72
433002113021701	RWMC PROD	1/15/2009	1153	80020																											400	12.8	7.9
433002113021701	RWMC PROD	2/12/2009	932	80020																											399	12.8	7.92
433002113021701	RWMC PROD	3/12/2009	1051	80020																											395	12.5	7.91
433002113021701	RWMC PROD	4/16/2009	901	80020																											401	12.7	7.99
433002113021701	RWMC PROD	5/14/2009	1151	80020																											405	12.7	8
433002113021701	RWMC PROD	6/11/2009	1052	80020																											400	12.7	7.92
433002113021701	RWMC PROD	7/9/2009	1015	80020																											396	12.7	7.9
433002113021701	RWMC PROD	8/13/2009	935	80020																											394	12.9	7.73
433002113021701	RWMC PROD	9/10/2009	950	80020																											393	12.9	7.92
433002113021701	RWMC PROD	10/13/2009	932	80020	21.856	8.296	28.995		0.962	0.07438	<.02																				403	12.9	7.57
433002113021701	RWMC PROD	11/12/2009	926	80020																											408	12.8	7.65
433002113021701	RWMC PROD	12/17/2009	1026	80020																											401	12.8	7.62
433002113021701	RWMC PROD	1/14/2010	930	80020																											407	13	7.62
433002113021701	RWMC PROD	2/16/2010	940	80020																											405	12.9	7.86
433002113021701	RWMC PROD	3/11/2010	915	80020																											405	12.8	7.92
433002113021701	RWMC PROD	4/8/2010	911	80020																											405	12.9	7.76
433002113021701	RWMC PROD	5/13/2010	913	80020																											405	13	7.62
433002113021701	RWMC PROD	6/10/2010	908	80020																											409	12.8	7.85
433002113021701	RWMC PROD	7/15/2010	1007	80020																											395	12.9	7.78
433002113021701	RWMC PROD	8/16/2010	859	80020																											400	13	7.78
433002113021701	RWMC PROD	9/9/2010	1058	80020																											397	12.8	7.64
433002113021701	RWMC PROD	10/14/2010	1038	80020	21.816	8.94	27.518		0.956	0.05102	<.010																				392	12.9	7.6
433002113021701	RWMC PROD	11/16/2010	1039	80020																											405	12.8	7.88
433002113021701	RWMC PROD	12/9/2010	915	80020																											401	12.8	7.7
433002113021701	RWMC PROD	1/12/2011	1324	80020																											404	12.8	7.6
433002113021701	RWMC PROD	2/10/2011	931	80020																											402	12.8	7.53
433002113021701	RWMC PROD	3/10/2011	1028	80020																											404	13.2	6.79
433002113021701	RWMC PROD	4/14/2011	902	80020																											411	12.8	7.96
433002113021701	RWMC PROD	5/12/2011	847	80020																											403	12.8	7.86
433002113021701	RWMC PROD	6/9/2011	842	80020																											407	12.8	7.7
433002113021701	RWMC PROD	7/14/2011	839	80020																											404	12.7	7.52
433002113021701	RWMC PROD	8/11/2011	858	80020																											405	12.7	7.57
433002113021701	RWMC PROD	9/8/2011	1018	80020																											402	12.7	7.53
433002113021701	RWMC PROD	10/13/2011	839	80020	23.025	8.784	27.989		0.14033	0.07069	<.01																				404	12.7	7.9
433002113021701	RWMC PROD	11/15/2011	758	80020																											409	12.7	7.82
433002113021701	RWMC PROD	12/8/2011	858	80020																											407	12.7	7.87
433002113021701	RWMC PROD	1/11/2012	851	80020																											400	12.7	7.81
433002113021701	RWMC PROD	2/9/2012	916	80020																											401	12.7	7.58
433002113021701	RWMC PROD	3/15/2012	923	80020																											406	12.7	8
433002113021701	RWMC PROD	4/12/2012	1010	80020																											405	12.8	7.84
433002113021701	RWMC PROD	5/10/2012	829	80020																											406	12.7	7.63
433002113021701	RWMC PROD	6/14/2012	902	80020																											400	12.8	7.53
433002113021701	RWMC PROD	7/12/2012	1024	80020																											410	12.7	7.46
433002113021701	RWMC PROD	8/9/2012	907	80020																											411	12.7	7.44
433002113021701	RWMC PROD	9/13/2012	817	80020																											403	12.8	7.51
433002113021701	RWMC PROD	10/11/2012	850	80020	23.411	9.556	28.317		0.95984	0.0731	<.010																				401	12.7	7.41
433002113021701	RWMC PROD	11/15/2012	850	80020																											410	12.7	7.55
433002113021701	RWMC PROD	12/13/2012	818	80020																											411	12.7	7.84
433502112572802	TRA A 13	11/3/1989	1109	80020	22	17																									700	18	7.25
433502112572802	TRA A 13	1/30/1990	1440	80020	39																										855	17.8	7.01
433502112572802	TRA A 13	3/13/1990	1325	80020	3.3																										810	15	7.18
433502112572802	TRA A 13	6/27/1990	1045	80020	19																										650	19	7.4
433502112572802	TRA A 13	9/24/1990	1015	80020	25	20	210	<1													<.1										828	20	7.14
433502112572802	TRA A 13	1/14/1991	1215	80020	33		300	<1													0.3										765	16	7.07
433502112572802	TRA A 13	4/4/1991	1130	80020	31			4																							585	18	6.83
433502112572802	TRA A 13	7/1/1991	1500	80020	32			<1																							850	21	7.64
433502112572802	TRA A 13	7/19/1993	1410	80020	18			<1																							405	18	7.5
433502112572802	TRA A 13	4/29/1994	1555	80020	18			<1																							421	14	8.92
433502112572802	TRA A 13	10/31/1994	1242	80020	24	15		<1																							717	15.8	7.1
433502112572802	TRA A 13	4/27/1995	945	80020	35			<5																							893	14.8	7.37
433502112572802	TRA A 13	10/4/1995	1255	80020	33	22	270	<5																							845	16.5	7.49
433502112572802	TRA A 13	10/22/1996	1350	80020	21	20	220	<5																							699	18.3	7.19
433502112572802	TRA A 13	10/28/1998	1415	80020		16.822		<14																							512	17.6	7.24
433502112572802	TRA A 13	10/29/1998	815	80020	26.893		62.722																								513	16.5	7.32
433502112572802	TRA A 13	4/26/1999	1540	80020	40.865			<14																							748	14.6	7.06
433502112572802	TRA A 13	10/6/1999	1240	80020	48.3	22.605	222.33	<14																							811	17.6	7.34
433502112572802	TRA A 13	4/13/2000	1245	80020	53.13			<14																							944	15.2	7.25
433502112572802	TRA A 13	4/18/2001	1355	80020	27.27			<10																							698	14.6	7.63
433507112573801	TRA A 77	11/13/1989	1220	80020	1.5	2.6																									85	18.5	8.92
433507112573801	TRA A 77	1/18/1990	1250	80020	0.9																										60	15.5	9.23
433507112573801	TRA A 77	4/16/1990	1110	80020	1.5																										50	19	8
433507112573801	TRA A 77	7/17/1990	853	80020	2.5																										104	19	9.15
433507112573801	TRA A 77	10/11/1990	1445	80020	1.6	6.7	5.9	41													<.1										75	20.5	9.3
433507112573801	TRA A 77	1/18/1991	955	80020	0.3		5	8													<.1										65	18	9.11
433507112573801	TRA A 77	4/25/1991	1230	80020	1.1			24																							60	19	9.2
433507112573801	TRA A 77	7/2/1991	1230	80020	1.1			6																							65	25	9.62
433507112573801	TRA A 77	10/30/1991	800	80020	1.2	1		53																							65	19	9.24
433507112573801	TRA A 77	1/17/1992	1115	80020	1.4			16																							70	18.5	9.85
433507112573801	TRA A 77	4/10/1992	1120	80020	1.8			11																							65	20	9.18
433507112573801	TRA A 77	7/21/1992	1120	80020	3.8			7																							95	25	9.42
433507112573801	TRA A 77	10/29/1992	1050	80020	0.7	1		4																							60	20	9.81
433507112573801	TRA A 77	2/5/1993	1255	80020	0.5			10																							60	16	9.65
433507112573801	TRA A 77	7/20/1993	1010	80020	0.4			10																							48	19	9.75
433507112573801	TRA A 77	10/28/1993	1245	80020	0.7																										177	17	9.29
433507112573801	TRA A 77	4/28/1994	1710	80020	0.7			5																							118	12.5	8.76
433507112573801	TRA A 77	10/26/1994	1000	80020	0.7	1.3		15																							69	18.4	9.06
433507112573801	TRA A 77	4/25/1995	930	80020	1.1			9																									
433507112573801	TRA A 77	4/1/1996	800	80020	9.7																										342	12.7	8.34
433507112573801	TRA A 77	10/22/1996	915	80020	9.5	7.6	19	26																							322	14.6	8.24
433507112573801	TRA A 77	3/20/1997	1125	80020																											239	14.7	8.16
433507112573801	TRA A 77	4/9/1997	1045	80020	9.822			12.342																							297		8.07
433506112572301	TRA DISP	4/29/1986	1830	80020				10							4			<1		2		<.1			<1	100			1		390	12.7	
433506112572301	TRA DISP	4/23/1987	1635	80020				8																							521	14	7.88
433506112572301	TRA DISP	10/28/1987	1535	80020				9							<5			<1	<.5	2		<.1			<1	54			1		475	14	7.87
433506112572301	TRA DISP	11/10/1988	1020	80020					1.2	0.06																					485	14	7.88
433506112572301	TRA DISP	11/13/1989	1225	80020	12	11			1.2	0.05	<.01																				488	13.5	7.87
433506112572301	TRA DISP	1/18/1990	1335	80020	11																										461	13.8	7.94
433506112572301	TRA DISP	4/16/1990	1400	80020	13																										470	13	7.85
433506112572301	TRA DISP	7/16/1990	1555	80020	13																										495	14	7.85
433506112572301	TRA DISP	10/11/1990	1530	80020	10	11	40	10	1.1	0.041	<.01										<.1										460	14	8.1
433506112572301	TRA DISP	1/18/1991	1410	80020	12		45	10													0.2										472	14	7.94
433506112572301	TRA DISP	4/25/1991	1810	80020	11			10																							478	16	7.93
433506112572301	TRA DISP	7/2/1991	1430	80020	12			10																							490	14.5	8.09
433506112572301	TRA DISP	10/30/1991	1645	80020	10	12		10	1.1	0.05	<.01																				470	13.5	7.68
433506112572301	TRA DISP	1/17/1992	915	80020	15			10																							470	14	7.98
433506112572301	TRA DISP	4/24/1992	915	80020	15			10																							465	14	7.89
433506112572301	TRA DISP	8/4/1992	815	80020	6.8			23																							491	17	7.91
433506112572301	TRA DISP	10/29/1992	1030	80020	11	10		9	1.1	0.06	<.01																				448	13.5	7.98
433506112572301	TRA DISP	2/5/1993	1000	80020	12			12																							440	13.5	7.94
433506112572301	TRA DISP	4/29/1993	930	80020	11			8																							460	13.5	8.04
433506112572301	TRA DISP	7/20/1993	915	80020	10			10																							469	14	7.96
433506112572301	TRA DISP	10/28/1993	825	80020	11	12		10	1.2	0.06	0.02																				478	13.5	7.77
433506112572301	TRA DISP	4/29/1994	905	80020	11			12																							476	13	7.78
433506112572301	TRA DISP	10/26/1994	905	80020	11	12		12	1.2	0.04	<.015																				470	13.4	7.88
433506112572301	TRA DISP	4/25/1995	850	80020	11			14																							466	13.3	7.99
433506112572301	TRA DISP	10/17/1995	750	80020	11	12	45	13	1.2	0.05	<.015																				476	12.7	7.75
433506112572301	TRA DISP	4/18/1996	835	80020	10			13																							466	13.1	7.92
433506112572301	TRA DISP	10/22/1996	800	80020	11	11	39	15	1.2	0.04	<.015																				462	13	7.9
433506112572301	TRA DISP	4/9/1997	940	80020	11.302			10.473																							458	12.9	7.9
433506112572301	TRA DISP	4/16/1998	925	80020	10.533			14.464																							449	13.2	7.98
433506112572301	TRA DISP	10/18/2000	1140	80020	9.95	10.561	32.53	15.266	1.069	0.047	<.041																				439	13.3	7.47
433506112572301	TRA DISP	4/16/2001	1146	80020	10.88			E8.9085																							444	13.1	7.8
433506112572301	TRA DISP	10/10/2001	1110	80020	10.92	10.11197	31.61	E9.91249	1.033	0.049	<.04																				445	12.9	7.91
433506112572301	TRA DISP	4/23/2002	1130	80020	9.64			11.06594																							442	13.2	8
433506112572301	TRA DISP	10/23/2002	1530	80020	10.1	10.45582	39.22	20.57866	1.184	0.045	<.04																				454	16.7	7.93
433506112572301	TRA DISP	4/8/2003	1613	80020	11.44			E8.84786																							450	13.2	8.11
433506112572301	TRA DISP	10/9/2003	1337	80020	11.13	10.2662	32.33	14.5907	1.106	0.047	<.04																				444	13.8	7.64
433506112572301	TRA DISP	10/7/2004	1243	80020	10.507	10.97	32.758	12.06	1.043	0.027	<.04																				437	13.1	7.7
433506112572301	TRA DISP	10/20/2005	1108	80020	10.557	10.4	33.694	10.43	1.051	0.04	<.04																				439	12.9	7.58
433506112572301	TRA DISP	11/7/2006	1126	80020	10.387	10.47	32.389	10.28	1.045	0.05039	E.01165																				429	13.3	7.92
433506112572301	TRA DISP	10/18/2007	1556	80020	11.772	10.97	33.032	11.87	1.061	0.08444	0.03254																				431	13.6	7.9
433506112572301	TRA DISP	10/22/2008	1002	80020	11.208	10.86	30.086	7.734	1.0453	0.04809	<.02																				424	12.9	7.71
433506112572301	TRA DISP	10/28/2009	1036	80020	11.145	10.6	29.73	8.698	1.033	0.05218	<.02																				423	12.9	7.67
433506112572301	TRA DISP	10/27/2010	1114	80020	11.647	9.968	27.916	8.913	1.029	0.06128	<.010																				418	13	7.56
433506112572301	TRA DISP	10/19/2011	1130	80020	11.175	10.09	29.512	8.699	1.02383	0.03732	<.010																				423	13	7.97
433506112572301	TRA DISP	10/9/2012	1517	80020	11.616	11.05	32.033	12.24	0.97823	0.0456	<.010																				419	14.4	7.76
432856112560801	USGS 104	10/12/1984	1010	80020	10	8.7	19		0.64	0.01					6						0.2	<.1	<10				4					10.8	
432856112560801	USGS 104	8/4/1986	1640	80020				5							7			<1		2		<.1			<1	<100			1		315	12	8.05
432856112560801	USGS 104	9/24/1987	1100	80020				<7					<10		<5			<1	<.5	2		<.1			<1	29			1		325	12.5	8.12
432856112560801	USGS 104	10/20/1988	1540	80020					0.67	<.01																					310	12.5	7.99
432856112560801	USGS 104	10/16/1989	1025	80020	10	8.3			0.66	0.041	<.01																				310	12.2	8.07
432856112560801	USGS 104	1/3/1990	1150	80020	11																										315	13.6	8.03
432856112560801	USGS 104	4/3/1990	950	80020	12																										310	12	8.04
432856112560801	USGS 104	7/9/1990	1230	80020	13																										328	12.5	8.13
432856112560801	USGS 104	10/24/1990	1600	80020	12	8.1	22		0.7	0.01	<.01										0.3										320	12.5	8.52
432856112560801	USGS 104	1/10/1991	1330	80020	15		22														0.2										310	12.5	8.02
432856112560801	USGS 104	3/28/1991	1525	80020	12																										330	12	7.98
432856112560801	USGS 104	7/24/1991	1520	80020	13																										331	13	7.8
432856112560801	USGS 104	10/3/1991	1000	80020	13	9.3			0.68	<.01	<.01																				319	12	7.81
432856112560801	USGS 104	1/15/1992	1220	80020	11																										330	12	8.03
432856112560801	USGS 104	4/10/1992	950	80020	17																										309	12	8.09
432856112560801	USGS 104	7/9/1992	1455	80020	12																										319	12.5	8.09
432856112560801	USGS 104	9/29/1992	1015	80020	12	8.5			0.72	0.01	<.01																				305	12	8.08
432856112560801	USGS 104	4/28/1993	930	80020	11																										310	12	7.77
432856112560801	USGS 104	7/16/1993	1225	80020	11																										320	13	8.1
432856112560801	USGS 104	10/15/1993	1010	80020	12	8.1			0.71	0.01	0.03																				317	12	7.93
432856112560801	USGS 104	1/11/1994	1330	80020	12																										321	12	7.86
432856112560801	USGS 104	4/8/1994	935	80020	12																										327	11.7	7.83
432856112560801	USGS 104	7/20/1994	925	80020	12																										320	12.5	8.02
432856112560801	USGS 104	9/30/1994	940	80020	12	8.3			0.66	<.01	0.01																				325	11.9	8.03
